contact_id,first_name,last_name,email,job_title,hubspot_company_id,lifecycle_stage,create_date
500366,Quentin,Klein,quentin.klein@precisionrx.de,Risk Management Engineer,1002960,customer,2025-05-09 11:00:54
500371,Ingrid,Johnson,ingrid.johnson@precisionrx.de,Risk Management Engineer,1002960,customer,2025-03-10 15:46:14
500373,Sarah,Williams,sarah.williams@precisionrx.de,Director Regulatory Affairs,1002960,customer,2025-02-14 12:04:31
500376,Florian,Kowalski,florian.kowalski@qualitech.de,CTO,1003227,customer,2025-07-24 21:43:46
500386,Clara,Schmidt,clara.schmidt@qualitech.de,Product Manager,1003227,customer,2025-02-27 03:58:06
500390,Thomas,Bianchi,thomas.bianchi@qualitech.de,Head of Regulatory Affairs,1003227,customer,2025-04-28 12:44:26
500398,Emma,Bernard,emma.bernard@qualitech.de,CEO,1003227,customer,2025-04-05 16:28:02
500406,Petra,Larsson,petra.larsson@qualitech.de,Head of Quality Management,1003227,customer,2025-04-26 15:24:19
500408,Leah,Fischer,leah.fischer@qualitech.de,Senior Regulatory Consultant,1003227,customer,2025-03-12 23:59:35
500416,Jan,Wolf,jan.wolf@qualitech.de,Director Regulatory Affairs,1003227,customer,2025-04-14 18:43:03
500422,Andreas,Hartmann,andreas.hartmann@qualitech.de,COO,1003227,customer,2025-06-24 16:49:43
500429,Amelie,Lehmann,amelie.lehmann@regenmed.co,VP Quality & Regulatory,1003517,customer,2025-02-14 03:05:28
500435,Petra,Kaiser,petra.kaiser@regenmed.co,Head of Quality Management,1003517,customer,2024-12-05 11:40:17
500439,Jonas,Wagner,jonas.wagner@regenmed.co,Regulatory Affairs Associate,1003517,customer,2024-11-22 12:59:30
500449,Sophie,Neumann,sophie.neumann@regenmed.co,QA/RA Engineer,1003517,customer,2025-05-05 17:10:47
500455,Charlotte,Hartmann,charlotte.hartmann@surgisafe.com,QA/RA Engineer,1003719,customer,2024-09-13 00:26:48
500463,Sarah,Kaiser,sarah.kaiser@surgisafe.com,CEO,1003719,customer,2024-11-07 15:00:19
500471,Ben,Meyer,ben.meyer@surgisafe.com,Post-Market Surveillance Manager,1003719,customer,2025-01-26 23:46:09
500479,Petra,Wolf,petra.wolf@surgisafe.com,Quality Manager,1003719,customer,2024-11-22 20:24:36
500480,Stefan,De Vries,stefan.de vries@surgisafe.com,Technical Documentation Specialist,1003719,customer,2024-11-25 09:38:40
500485,Julia,Mueller,julia.mueller@surgisafe.com,Senior Regulatory Consultant,1003719,customer,2025-01-09 08:08:53
500488,Quentin,Kowalski,quentin.kowalski@surgisafe.com,Regulatory Affairs Associate,1003719,customer,2024-10-14 16:31:22
500494,Tobias,Fischer,tobias.fischer@techvita.com,Clinical Affairs Manager,1003847,customer,2025-03-05 01:13:01
500500,Marco,Zimmermann,marco.zimmermann@techvita.com,Post-Market Surveillance Manager,1003847,customer,2024-12-05 15:15:26
500508,Amelie,Rossi,amelie.rossi@techvita.com,VP Quality & Regulatory,1003847,customer,2025-01-11 17:59:37
500511,Tobias,Lehmann,tobias.lehmann@unimed.com,CTO,1004045,customer,2025-09-16 10:49:58
500520,Xenia,Schulz,xenia.schulz@unimed.com,Post-Market Surveillance Manager,1004045,customer,2025-06-01 04:48:25
500527,Sarah,Schneider,sarah.schneider@unimed.com,Director Regulatory Affairs,1004045,customer,2025-05-04 12:35:14
500533,Tim,Kaiser,tim.kaiser@vascutech.eu,Post-Market Surveillance Manager,1004319,customer,2024-11-08 22:31:59
500536,Uwe,Anderson,uwe.anderson@vascutech.eu,Regulatory Affairs Associate,1004319,customer,2024-12-09 11:09:32
500546,Michael,Krueger,michael.krueger@vascutech.eu,Post-Market Surveillance Manager,1004319,customer,2025-01-27 23:59:59
500555,Julia,De Vries,julia.de vries@vascutech.eu,CEO,1004319,customer,2025-02-17 16:51:55
500563,Ben,Lehmann,ben.lehmann@vascutech.eu,VP Quality & Regulatory,1004319,customer,2024-12-11 18:03:52
500570,Patrick,Krueger,patrick.krueger@vascutech.eu,Head of Regulatory Affairs,1004319,customer,2025-03-05 13:05:24
500580,Quentin,Williams,quentin.williams@wellpath.eu,Compliance Officer,1004447,customer,2025-10-03 03:20:47
500581,Patrick,Jansen,patrick.jansen@wellpath.eu,Regulatory Affairs Associate,1004447,customer,2025-06-14 21:48:48
500584,Daniel,Neumann,daniel.neumann@wellpath.eu,VP Quality & Regulatory,1004447,customer,2025-05-20 21:35:09
500588,Ben,Maier,ben.maier@wellpath.eu,Director Regulatory Affairs,1004447,customer,2025-07-10 16:21:10
500595,Leah,Wolf,leah.wolf@wellpath.eu,Technical Documentation Specialist,1004447,customer,2025-07-28 02:01:54
500596,Andreas,Hoffmann,andreas.hoffmann@wellpath.eu,Risk Management Engineer,1004447,customer,2025-08-16 13:54:46
500602,Laura,Martin,laura.martin@xenomed.co,QA/RA Engineer,1004675,customer,2024-11-06 17:32:23
500610,Julia,Lange,julia.lange@xenomed.co,Product Manager,1004675,customer,2024-12-07 05:33:26
500620,Laura,Klein,laura.klein@xenomed.co,Product Manager,1004675,customer,2025-02-19 05:21:16
500629,Tanja,Schroeder,tanja.schroeder@xenomed.co,CEO,1004675,customer,2025-02-16 08:52:28
500634,Andreas,Wolf,andreas.wolf@xenomed.co,Technical Documentation Specialist,1004675,customer,2025-01-02 03:29:36
500640,Laura,Werner,laura.werner@xenomed.co,Product Manager,1004675,customer,2024-12-09 18:57:48
500645,Hans,Bianchi,hans.bianchi@xenomed.co,Regulatory Affairs Associate,1004675,customer,2024-12-30 16:39:54
500652,Wolfgang,Schulz,wolfgang.schulz@xenomed.co,CEO,1004675,customer,2024-10-22 04:24:44
500654,Lisa,Williams,lisa.williams@zenithbio.co,Technical Documentation Specialist,1004930,customer,2025-04-16 21:03:43
500658,Marie,Bernard,marie.bernard@zenithbio.co,Risk Management Engineer,1004930,customer,2025-04-19 12:31:03
500663,Ingrid,Wagner,ingrid.wagner@zenithbio.co,Compliance Officer,1004930,customer,2025-06-20 12:56:56
500667,David,Eriksson,david.eriksson@zenithbio.co,Compliance Officer,1004930,customer,2025-08-11 15:37:11
500671,David,Wagner,david.wagner@zenithbio.co,Technical Documentation Specialist,1004930,customer,2025-05-15 02:41:09
500673,Thomas,Hoffmann,thomas.hoffmann@alphadevice.eu,Risk Management Engineer,1005030,customer,2024-06-28 09:42:25
500676,Sophie,Williams,sophie.williams@alphadevice.eu,Technical Documentation Specialist,1005030,customer,2024-12-12 18:39:42
500684,Simon,Klein,simon.klein@alphadevice.eu,CEO,1005030,customer,2024-11-10 12:51:32
500690,Stefan,Williams,stefan.williams@alphadevice.eu,Regulatory Specialist,1005030,customer,2024-07-08 02:54:20
500700,Oliver,Bernard,oliver.bernard@alphadevice.eu,Quality Manager,1005030,customer,2024-11-07 10:26:56
500703,Sophie,Richter,sophie.richter@alphadevice.eu,Quality Manager,1005030,customer,2024-12-12 13:52:08
500710,Erik,Richter,erik.richter@alphadevice.eu,CEO,1005030,customer,2024-12-13 01:28:22
500711,Anna,Krueger,anna.krueger@alphadevice.eu,VP Quality & Regulatory,1005030,customer,2024-10-07 16:55:06
500717,Jan,Williams,jan.williams@betalab.com,Technical Documentation Specialist,1005191,customer,2025-05-08 05:46:45
500720,Sarah,Kaiser,sarah.kaiser@betalab.com,VP Quality & Regulatory,1005191,customer,2025-03-20 13:22:38
500726,Katrin,Kowalski,katrin.kowalski@betalab.com,Product Manager,1005191,customer,2025-04-23 01:13:54
500729,Anna,Lange,anna.lange@betalab.com,Clinical Affairs Manager,1005191,customer,2025-06-21 18:50:15
500732,Florian,Johnson,florian.johnson@betalab.com,Senior Regulatory Consultant,1005191,customer,2025-07-10 21:56:45
500741,Felix,Fuchs,felix.fuchs@cardiosync.co,QA/RA Engineer,1005485,customer,2025-01-28 14:19:35
500744,Laura,Hartmann,laura.hartmann@cardiosync.co,Head of Regulatory Affairs,1005485,customer,2025-03-17 13:54:24
500749,Yasmin,Neumann,yasmin.neumann@cardiosync.co,Product Manager,1005485,customer,2024-12-19 13:02:18
500755,Tanja,Garcia,tanja.garcia@cardiosync.co,Head of Regulatory Affairs,1005485,customer,2025-02-07 05:59:37
500760,Simon,Lehmann,simon.lehmann@cardiosync.co,Quality Manager,1005485,customer,2025-02-01 19:54:05
500762,Tanja,Koch,tanja.koch@diagnostech.de,Post-Market Surveillance Manager,1005627,opportunity,2025-07-06 18:02:04
500767,Leah,Becker,leah.becker@diagnostech.de,CEO,1005627,opportunity,2025-08-17 17:52:03
500773,Florian,Schroeder,florian.schroeder@diagnostech.de,Director Regulatory Affairs,1005627,opportunity,2025-06-03 05:16:12
500781,Jonas,Kaiser,jonas.kaiser@diagnostech.de,COO,1005627,opportunity,2025-09-06 08:50:57
500788,Amelie,Bernard,amelie.bernard@elitemed.com,Clinical Affairs Manager,1005909,opportunity,2025-08-15 08:58:01
500792,Daniel,Lopez,daniel.lopez@elitemed.com,Regulatory Specialist,1005909,opportunity,2025-08-28 04:17:31
500801,Lisa,Martin,lisa.martin@elitemed.com,Regulatory Specialist,1005909,opportunity,2025-07-28 16:37:05
500811,Hans,Fischer,hans.fischer@elitemed.com,Post-Market Surveillance Manager,1005909,opportunity,2025-08-20 04:39:09
500815,Katrin,Hartmann,katrin.hartmann@frontierbio.de,Head of Quality Management,1006072,opportunity,2025-08-23 04:29:01
500817,Daniel,Wolf,daniel.wolf@frontierbio.de,Technical Documentation Specialist,1006072,opportunity,2025-07-29 10:11:23
500819,David,Kaiser,david.kaiser@glucosense.de,Senior Regulatory Consultant,1006322,opportunity,2025-12-07 04:17:52
500827,Lena,Fischer,lena.fischer@glucosense.de,CEO,1006322,opportunity,2026-01-07 13:29:18
500828,Tobias,Schwarz,tobias.schwarz@glucosense.de,Clinical Affairs Manager,1006322,opportunity,2026-01-26 12:07:40
500838,Elena,Schneider,elena.schneider@glucosense.de,Regulatory Specialist,1006322,opportunity,2025-12-28 15:06:07
500847,Elena,Jansen,elena.jansen@heliocare.eu,Senior Regulatory Consultant,1006439,opportunity,2025-07-02 21:19:32
500850,Thomas,Williams,thomas.williams@immunogen.co,Senior Regulatory Consultant,1006710,opportunity,2025-09-22 19:03:20
500856,Yasmin,Maier,yasmin.maier@immunogen.co,Regulatory Affairs Associate,1006710,opportunity,2025-09-03 05:24:55
500863,Daniel,Eriksson,daniel.eriksson@jurahealth.com,Director Regulatory Affairs,1006931,opportunity,2025-11-11 18:04:49
500869,Lukas,Bernard,lukas.bernard@kardiomed.com,Director Regulatory Affairs,1007199,opportunity,2025-10-31 13:23:34
500873,Amelie,Schmidt,amelie.schmidt@lumosdx.eu,Head of Quality Management,1007471,opportunity,2025-09-24 21:18:33
500882,Julia,Peters,julia.peters@morphosurg.io,Compliance Officer,1007598,opportunity,2025-09-07 20:58:21
500890,Wolfgang,Schulz,wolfgang.schulz@morphosurg.io,VP Quality & Regulatory,1007598,opportunity,2025-06-01 06:51:44
500891,Hannah,Scholz,hannah.scholz@morphosurg.io,Head of Regulatory Affairs,1007598,opportunity,2025-08-01 08:31:25
500895,Nina,Weber,nina.weber@morphosurg.io,Quality Manager,1007598,opportunity,2025-04-30 19:55:45
500903,Petra,Schneider,petra.schneider@neurolink.co,Compliance Officer,1007744,opportunity,2025-04-01 20:56:24
500912,Amelie,Fischer,amelie.fischer@optivision.de,CEO,1007869,opportunity,2025-06-23 13:34:22
500916,Charlotte,Bianchi,charlotte.bianchi@optivision.de,CTO,1007869,opportunity,2025-07-25 17:51:04
500920,Jonas,Eriksson,jonas.eriksson@probiomed.de,Senior Regulatory Consultant,1008011,opportunity,2025-04-05 14:41:08
500925,Rosa,Fischer,rosa.fischer@probiomed.de,QA/RA Engineer,1008011,opportunity,2025-04-11 23:54:12
500932,Marco,De Vries,marco.de vries@probiomed.de,COO,1008011,opportunity,2025-01-10 05:25:13
500939,Leah,Scholz,leah.scholz@quantumcare.io,CEO,1008208,opportunity,2026-01-07 16:52:48
500946,Lukas,Bernard,lukas.bernard@quantumcare.io,Compliance Officer,1008208,opportunity,2026-01-11 06:21:49
500951,Andreas,Schulz,andreas.schulz@quantumcare.io,Quality Manager,1008208,opportunity,2026-01-29 09:35:12
500960,Sophie,Rossi,sophie.rossi@robosurg.de,Regulatory Affairs Associate,1008486,opportunity,2025-07-23 16:43:30
500964,Quentin,Wolf,quentin.wolf@robosurg.de,Regulatory Specialist,1008486,opportunity,2025-06-17 17:53:48
500972,Xenia,Meyer,xenia.meyer@robosurg.de,Clinical Affairs Manager,1008486,opportunity,2025-07-24 17:06:21
500973,Rosa,Peters,rosa.peters@robosurg.de,Quality Manager,1008486,opportunity,2025-08-18 13:25:23
500975,Amelie,Garcia,amelie.garcia@synaptimed.com,Risk Management Engineer,1008634,lead,2025-06-01 09:05:22
500979,Nina,Lange,nina.lange@terramed.co,Head of Regulatory Affairs,1008925,lead,2024-11-20 12:15:44
500983,Marie,Becker,marie.becker@terramed.co,Technical Documentation Specialist,1008925,lead,2025-02-08 09:00:30
500987,Mia,Pedersen,mia.pedersen@ultracare.co,Compliance Officer,1009065,lead,2025-08-11 17:01:22
500996,Uwe,Zimmermann,uwe.zimmermann@ultracare.co,Risk Management Engineer,1009065,lead,2025-09-12 09:59:05
501002,Tanja,Schwarz,tanja.schwarz@ultracare.co,Technical Documentation Specialist,1009065,lead,2025-09-08 15:11:27
501010,Charlotte,Jansen,charlotte.jansen@vivotech.de,CTO,1009182,lead,2025-10-14 04:39:17
501014,Uwe,Scholz,uwe.scholz@wavepoint.co,Compliance Officer,1009430,lead,2025-01-31 11:50:32
501017,Ben,Schwarz,ben.schwarz@wavepoint.co,Senior Regulatory Consultant,1009430,lead,2025-05-02 20:39:27
501022,Marie,Lange,marie.lange@xcelmed.eu,Compliance Officer,1009663,lead,2025-02-10 12:33:56
501030,Simon,Larsson,simon.larsson@yieldbio.io,Technical Documentation Specialist,1009824,lead,2025-12-03 04:30:44
501038,Jan,Koch,jan.koch@yieldbio.io,COO,1009824,lead,2026-01-12 15:28:06
501041,Ingrid,Kowalski,ingrid.kowalski@yieldbio.io,QA/RA Engineer,1009824,lead,2025-12-24 13:56:39
501050,David,Martin,david.martin@ablemed.co,Regulatory Specialist,1010004,lead,2024-10-10 11:53:02
501051,Amelie,Mueller,amelie.mueller@ablemed.co,Compliance Officer,1010004,lead,2024-12-17 15:17:59
501053,Andreas,Schulz,andreas.schulz@ablemed.co,Post-Market Surveillance Manager,1010004,lead,2024-10-06 01:15:23
501061,David,Anderson,david.anderson@biocrest.eu,Technical Documentation Specialist,1010129,lead,2025-12-25 16:43:37
501069,Ben,Mueller,ben.mueller@biocrest.eu,Senior Regulatory Consultant,1010129,lead,2025-12-12 12:02:42
501070,Tim,Kowalski,tim.kowalski@cerebrotech.co,CEO,1010246,lead,2025-03-07 09:37:39
501071,Leah,Larsson,leah.larsson@dynastim.co,QA/RA Engineer,1010526,lead,2025-12-13 10:04:47
501073,Greta,Martin,greta.martin@dynastim.co,Clinical Affairs Manager,1010526,lead,2025-11-14 22:29:30
501083,Tim,Schwarz,tim.schwarz@dynastim.co,Product Manager,1010526,lead,2026-01-21 07:33:03
501090,Xenia,Fuchs,xenia.fuchs@endovault.com,Compliance Officer,1010702,lead,2025-08-01 21:20:59
501094,Daniel,Meyer,daniel.meyer@ferrocare.eu,Quality Manager,1010992,lead,2025-11-06 04:06:24
501096,Tobias,Peters,tobias.peters@ferrocare.eu,Technical Documentation Specialist,1010992,lead,2025-09-17 09:20:28
501097,Anna,Nielsen,anna.nielsen@geneticore.com,Technical Documentation Specialist,1011144,lead,2025-07-18 01:59:09
501104,Simon,Lange,simon.lange@geneticore.com,VP Quality & Regulatory,1011144,lead,2025-09-27 02:06:34
501113,Clara,Schroeder,clara.schroeder@geneticore.com,Technical Documentation Specialist,1011144,lead,2025-07-25 06:55:50
501118,Elena,Larsson,elena.larsson@hypermed.de,Risk Management Engineer,1011267,lead,2026-02-03 02:31:47
501128,Clara,Richter,clara.richter@infosurg.io,CTO,1011530,lead,2025-02-19 14:05:45
501129,Nina,Garcia,nina.garcia@infosurg.io,Regulatory Affairs Associate,1011530,lead,2024-10-01 08:43:57
501131,Tanja,Koch,tanja.koch@infosurg.io,Regulatory Affairs Associate,1011530,lead,2024-12-15 22:07:28
501140,Yasmin,Hoffmann,yasmin.hoffmann@jetstream.com,Regulatory Specialist,1011773,lead,2025-10-13 21:56:11
501149,Michael,Werner,michael.werner@jetstream.com,Senior Regulatory Consultant,1011773,lead,2025-06-03 06:57:11
501153,Vera,Lopez,vera.lopez@kryptohealth.eu,Regulatory Affairs Associate,1011967,lead,2026-01-13 04:33:16
501159,Emma,Braun,emma.braun@lasermed.de,Head of Quality Management,1012160,lead,2025-03-07 21:54:04
501167,Wolfgang,Rossi,wolfgang.rossi@micronova.de,Senior Regulatory Consultant,1012430,lead,2026-02-01 05:54:29
501170,Felix,Anderson,felix.anderson@nanosurg.eu,Compliance Officer,1012590,lead,2025-12-24 11:26:18
501172,Felix,Braun,felix.braun@nanosurg.eu,Director Regulatory Affairs,1012590,lead,2025-12-15 03:45:16
501179,Xenia,Wagner,xenia.wagner@omnicure.com,CEO,1012890,lead,2025-11-09 10:05:42
501187,Xenia,Braun,xenia.braun@omnicure.com,Regulatory Specialist,1012890,lead,2025-11-10 12:00:30
501190,Lisa,Rossi,lisa.rossi@pathguard.io,Senior Regulatory Consultant,1013087,lead,2025-03-08 19:57:11
501192,Ben,Meyer,ben.meyer@pathguard.io,Regulatory Specialist,1013087,lead,2025-01-31 16:23:10
501202,Yasmin,Mueller,yasmin.mueller@qualityfirst.de,Regulatory Affairs Associate,1013276,lead,2025-02-03 04:36:16
501204,Charlotte,Rossi,charlotte.rossi@qualityfirst.de,Compliance Officer,1013276,lead,2025-05-24 14:19:14
501214,Daniel,Peters,daniel.peters@radiantbio.co,Product Manager,1013478,lead,2025-08-08 11:08:57
501219,Erik,Schulz,erik.schulz@sensomed.eu,Senior Regulatory Consultant,1013680,lead,2025-05-22 16:16:01
501224,Sophie,Krueger,sophie.krueger@sensomed.eu,Regulatory Specialist,1013680,lead,2025-08-06 10:49:56
501230,Petra,Kowalski,petra.kowalski@titanhealth.io,Clinical Affairs Manager,1013825,lead,2025-11-27 12:47:55
501238,Greta,Hoffmann,greta.hoffmann@titanhealth.io,Regulatory Affairs Associate,1013825,lead,2025-09-30 20:46:33
501244,Vera,Maier,vera.maier@ultravision.com,Director Regulatory Affairs,1014013,lead,2025-12-14 17:20:56
501249,Uwe,Lopez,uwe.lopez@ultravision.com,Clinical Affairs Manager,1014013,lead,2026-02-04 12:57:47
501257,Lukas,Fuchs,lukas.fuchs@verimed.io,CEO,1014211,lead,2025-09-26 16:23:57
501265,Lena,Neumann,lena.neumann@verimed.io,Product Manager,1014211,lead,2025-06-02 23:20:05
501272,Hans,Bianchi,hans.bianchi@woundtech.de,Risk Management Engineer,1014311,lead,2025-03-19 17:21:38
501275,Daniel,Rossi,daniel.rossi@woundtech.de,Head of Quality Management,1014311,lead,2025-02-16 14:30:07
501279,Stefan,Nielsen,stefan.nielsen@xraypro.com,Senior Regulatory Consultant,1014504,lead,2025-11-22 13:20:32
501287,Ingrid,Johnson,ingrid.johnson@xraypro.com,Product Manager,1014504,lead,2025-12-12 05:57:20
501290,Yasmin,Weber,yasmin.weber@zephyrmed.eu,Technical Documentation Specialist,1014788,lead,2025-10-08 06:38:18
501300,Tobias,Bernard,tobias.bernard@zephyrmed.eu,Senior Regulatory Consultant,1014788,lead,2025-10-18 15:14:12
501309,Xenia,Nielsen,xenia.nielsen@aquamed.io,Risk Management Engineer,1014991,lead,2026-01-21 18:43:15
501319,Greta,Neumann,greta.neumann@brightpath.io,COO,1015264,lead,2025-12-28 16:18:05
501322,Lena,Williams,lena.williams@cosmobio.co,Regulatory Affairs Associate,1015504,lead,2025-10-24 04:26:56
501328,Greta,Mueller,greta.mueller@deltasurg.de,Compliance Officer,1015759,lead,2025-03-26 08:21:58
501337,Michael,Martin,michael.martin@deltasurg.de,Compliance Officer,1015759,lead,2025-06-17 00:55:02
501345,Tobias,Kaiser,tobias.kaiser@echomed.co,Post-Market Surveillance Manager,1015989,lead,2025-10-28 08:31:57
